,arabic,roman
1242,ايرينى,erina
1243,رمينا,ermina
1244,ارم,erum
1245,اشعال,eshaal
1246,اسهال,eshal
1247,عصيت,esita
1248,تمد,etemad
1249,اتعمد,etimad
1250,ايفا,eva
1251,عزاه,ezzah
1252,فاضله,faadilah
1253,فاهمة,faahima
1254,فايزة,faaiza
1255,فايزه,faaizah
1256,فاخرة,faakhira
1257,فاكهه,faakihah
1258,فاكره,faakirah
1259,فاره,faariah
1260,فارعها,faariha
1261,فارهة,faarihah
1262,فارقه,faariqah
1263,فاتحه,faatihah
1264,فاتن,faatin
1265,فاتنة,faatina
1266,فظل,faazila
1267,فداه,fadah
1268,فضيلة,fadeelah
1269,فضيلة,fadheela
1270,فضيلة,fadhila
1271,فاضية,fadia
1272,فضيلة,fadila
1273,فضيلة,fadilah
1274,فاضية,fadiya
1275,فاضيه,fadiyah
1276,فدوى,fadwa
1277,فدوه,fadwah
1278,فاديا,fadyaa
1279,فايزه,faeezah
1280,فقه,faekah
1281,فغير,faghira
1282,فهدا,fahada
1283,فهده,fahadah
1284,فهما,fahama
1285,فهده,fahdah
1286,فهيمة,faheema
1287,فهيمه,faheemah
1288,فاهمه,fahemah
1289,فهمت,fahhaamat
1290,فهما,fahhama
1291,فهيمه,fahimah
1292,فهمت,fahimat
1293,فاحصة,fahisa
1294,فاهم,fahm
1295,فهمرا,fahmara
1296,فهمت,fahmat
1297,فيحمده,fahmedah
1298,فحمد,fahmeeda
1299,فيحمده,fahmeedah
1300,فحمد,fahmida
1301,فيحمده,fahmideh
1302,فاءدة,faida
1303,فيها,faiha
1304,فيها,faihaa
1305,فيهه,faihah
1306,فاءقة,faiqa
1307,فاءقه,faiqah
1308,فيروزة,fairooza
1309,فيروز,fairuz
1310,فيروزة,fairuza
1311,فيروزة,fairuzah
1312,فتحه,faitahah
1313,فيزا,faiza
1314,فايزه,faizah
1315,فايز,faizee
1316,فيزيا,faizia
1317,فيزيونيصا,faizunnisa
1318,فقيها,fakeeaha
1319,فقيهة,fakeehah
1320,فاخرة,fakhira
1321,فاخره,fakhirah
1322,فاخته,fakhitah
1323,فاخرجها,fakhr jahan
1324,فخرا,fakhra
1325,فخري,fakhri
1326,فخرية,fakhriya
1327,فخريه,fakhriyah
1328,فخرية,fakhriyya
1329,فاختة,fakhta
1330,فاخته,fakhtah
1331,فاكهة,fakiha
1332,فاكهه,fakihah
1333,فقيرة,fakira
1334,فالحه,falahah
1335,فلاحة,falahat
1336,فلك,falak
1337,فلكر,falakara
1338,فلكي,falaki
1339,فالقناز,falaknaz
1340,فالق,falaq
1341,فالحه,faleehah
1342,فعليه,falih
1343,فعليها,faliha
1344,فالحه,falihah
1345,فالعين,falina
1346,فالعيش,falisha
1347,فمضى,famida
1348,فمي,famya
1349,فنان,fanan
1350,فنية,fania
1351,فانيلا,fanila
1352,فنانة,fannana
1353,فقيها,faqeeha
1354,فقيها,faqiha
1355,فقيره,faqirah
1356,فرى,fara
1357,فرايد,faraaid
1358,فريال,faraal
1359,فرافيصا,farafisa
1360,فرح,farah
1361,فرحات,farahat
1362,فرحدخة,farahdokht
1363,فرحناز,farahnaz
1364,فرحنش,farahnoush
1365,فرحرز,farahrouz
1366,فرحزد,farahzad
1367,فراقه,farakh
1368,فرنة,faranah
1369,فرينجز,farangis
1370,فرس,faras
1371,فرصه,farasah
1372,فراشه,farashah
1373,فرز,faraz
1374,فرز,faraza
1375,فردان,fardan
1376,فردانة,fardanah
1377,فري,farea
1378,فاريا,fareea
1379,فريدة,fareeda
1380,فريده,fareedah
1381,فريدخة,fareedokht
1382,فعرفت,fareefta
1383,فريحة,fareeha
1384,فارين,fareen
1385,فارينا,fareenaa
1386,فارس,fareess
1387,فرحة,farha
1388,فرحا,farhaa
1389,فرحه,farhah
1390,فرحانة,farhana
1391,فرحانه,farhanah
1392,فرحانه,farhannah
1393,فرحات,farhat
1394,فرحته,farhatah
1395,فرحين,farheen
1396,فرحي,farhi
1397,فرحنا,farhina
1398,فرحي,farhiya
1399,فرية,faria
1400,فريح,fariah
1401,فرب,fariba
1402,فريد,farid
1403,فريدة,farida
1404,فريدا,faridaa
1405,فريده,faridah
1406,فريحة,fariha
1407,فريحه,farihah
1408,فريحة,farihat
1409,فارما,farimaa
1410,فرماه,farimah
1411,فرمهر,farimehr
1412,فارين,farin
1413,فرينز,farinaz
1414,فرنش,farinoush
1415,فريسة,farisaa
1416,فرشة,farisha
1417,فرشت,farishta
1418,فرفش,farivash
1419,فريزا,fariza
1420,فرزه,farizah
1421,فرخندة,farkhanda
1422,فرخندة,farkhandah
1423,فرخندة,farkhondah
1424,فرنز,farnaz
1425,فارني,farniya
1426,فروخ,farokh
1427,فرضه,farradah
1428,فرح,farrah
1429,فرحه,farrahah
1430,فرجه,farrajah
1431,فروخ,farrokh
1432,فرخنز,farrokhnaz
1433,فارشدة,farshidah
1434,فرفردن,farvardin
1435,فروع,farwa
1436,فرواه,farwah
1437,فاريا,farya
1438,فريال,faryal
1439,فريت,faryat
1440,فرزان,farzan
1441,فرزان,farzana
1442,فرزانة,farzanah
1443,فرزانه,farzaneh
1444,فرز,farzeen
1445,فرزن,farzin
1446,فصيحه,faseehah
1447,فصيله,faseelah
1448,فصيحة,fasiha
1449,فاسي,fasiya
1450,فتاة,fatat
1451,فطيم,fateem
1452,فطيمه,fateemah
1453,فطيمة,fateemat
1454,فاتنه,fateenah
1455,فاطمة,fatema
1456,فاتن,faten
1457,فتحها,fatheha
1458,فاذا,fathia
1459,فثمة,fathima
1460,فتحية,fathiya
1461,فظيعه,fathiyah
1462,فتحية,fathiyya
1463,فتحيا,fathiyyaa
1464,فظيعة,fathiyyaat
1465,فظيعه,fathiyyah
1466,فتيحة,fatiha
1467,فتيحه,fatihah
1468,فطيم,fatim
1469,فاطمة,fatima
1470,فاطيما,fatimaa
1471,فاطمه,fatimah
1472,فاتن,fatin
1473,فتنة,fatina
1474,فاتنه,fatinah
1475,فطريه,fatiriyyah
1476,فاطمة,fatma
1477,فطوم,fatoom
1478,فتحه,fattahah
1479,فتنة,fattana
1480,فتحه,fattuhah
1481,فاطمه,fattumah
1482,فقيه,fauqiyah
1483,فوز,fauz
1484,فوزية,fauzia
1485,فوهة,fawha
1486,فوزا,fawwazaa
1487,فوز,fawz
1488,فوزى,fawza
1489,فوزه,fawzah
1490,فوزية,fawzia
1491,فوزية,fawziya
1492,فوزيه,fawziyah
1493,فوزية,fawziyya
1494,فوزية,fawziyyaa
1495,فوزيه,fawziyyah
1496,فوزي,fawzy
1497,فيها,fayha
1498,فايزه,fayizah
1499,فينا,fayona
1500,فيه,fayyah
1501,فايزة,fayyaza
1502,فايزة,fayza
1503,فاذا,faza
1504,فزار,fazar
1505,فظل,fazeela
1506,فعزله,fazeelah
1507,فظلت,fazeelat
1508,فزين,fazeen
1509,فاذا,fazia
1510,فظل,fazila
1511,فازلنا,fazluna
1512,فظلت,fazzilet
1513,فيروزة,feerouzah
1514,فيروزة,feerozah
1515,فهيمة,feheema
1516,فيز,feiyaz
1517,فلله,fellah
1518,فمضى,femida
1519,فيضة,fida
1520,فداء,fidaa
1521,فيده,fiddah
1522,فكر,fikr
1523,فقرات,fikraat
1524,فكرة,fikrat
1525,فكري,fikri
1526,فكرية,fikriya
1527,فكريا,fikriyaa
1528,فكريه,fikriyah
1529,فكرية,fikriyya
1530,فكريه,fikriyyah
1531,فيلا,fila
1532,فلذا,filza
1533,فرصه,firasah
1534,فردوس,firdaus
1535,فردوسي,firdausi
1536,فردوس,firdaws
1537,فيردفص,firdevs
1538,فردوس,firdoos
1539,فردوس,firdous
1540,فردوس,firdowsa
1541,فيروزة,firouzah
1542,فيروزة,firoza
1543,فرطا,firtan
1544,فيروز,firuz
1545,فيروز,firuze
1546,فرزه,firuzeh
1547,فريال,firyal
1548,فرزه,firzah
1549,فتره,fitrah
1550,فطريه,fitriyyah
1551,فيزا,fiza
1552,فيزه,fizah
1553,فيزا,fizza
1554,فيزه,fizzah
1555,فيز,fizzi
1556,فظيعه,fizziyah
1557,فلورا,flora
1558,فلة,folla
1559,فورم,foram
1560,فرحانة,forhana
1561,فروغ,forough
1562,فرز,forouz
1563,فرزان,forouzan
1564,فرزندة,forouzandah
1565,فوزها,fouzhan
1566,فوزية,fouzia
1567,فوزيه,fouziah
1568,فوزية,fozia
1569,فوزيه,foziah
1570,فوضى,fuada
1571,فوده,fuadah
1572,فوديل,fudayl
1573,فهذا,fuhaidaa
1574,فهيده,fuhaidah
1575,فقيرا,fukairaa
1576,فليلة,fulailah
1577,فلله,fullah
1578,فنون,funoon
1579,فوريه,furaiah
1580,فريحات,furaihaat
1581,فريحه,furaihah
1582,فريحات,furaihat
1583,فورت,furat
1584,فوريه,furayah
1585,فرجه,furjah
1586,فرزان,furoozan
1587,فرصه,fursah
1588,فرصة,fursat
1589,فصيلة,fusaila
1590,فصيله,fusaylah
1591,فصيله,fuseelah
1592,فتيحه,futaihah
1593,فطيمه,futaimah
1594,فتون,futun
1595,فعزله,fuzailah
1596,جبنة,gabina
1597,غابريل,gabriella
1598,غالي,galai
1599,جلاوزه,galawezh
1600,غاليه,galiah
1601,جليلة,galila
1602,جميلة,gamila
1603,جشن,gasheen
1604,جاذبية,gathbiyya
1605,جواهر,gawahir
1606,غزالة,gazala
1607,جاذبية,gazbiyya
1608,جيلا,geela
1609,جلرة,gelarah
1610,غادة,ghaada
1611,غاليا,ghaaliya
1612,غانية,ghaaniyah
1613,غادة,ghada
1614,غداة,ghadaat
1615,غاده,ghadah
1616,غداء,ghaddaa
1617,غدير,ghadeer
1618,غادية,ghadia
1619,غادينة,ghadinah
1620,غدير,ghadir
1621,جهادية,ghadiya
1622,غفارا,ghaffara
1623,غفيرة,ghafira
1624,غيدا,ghaida
1625,غيداء,ghaidaa
1626,غيثة,ghaisat
1627,غالية,ghalia
1628,غلاء,ghaliaa
1629,غالبا,ghaliba
1630,غالبه,ghalibah
1631,غالية,ghaliya
1632,غاليه,ghaliyah
1633,غمزة,ghamza
1634,غنيمه,ghaneemah
1635,غنية,ghania
1636,غنية,ghaniya
1637,غنيه,ghaniyah
1638,غرام,gharam
1639,غريزة,ghareezat
1640,غرضه,gharidah
1641,غرسه,gharisah
1642,غريزه,gharizah
1643,غارة,gharra
1644,غاشية,ghashia
1645,غصين,ghasina
1646,غصنا,ghasna
1647,غزنة,ghassana
1648,غطي,ghatiya
1649,جهاتلا,ghatola
1650,غواني,ghawani
1651,غاية,ghaya
1652,غايات,ghayat
1653,غيدا,ghayda
1654,غيداء,ghaydaa
1655,غيثاء,ghaysaa
1656,غيثه,ghaysah
1657,غزالة,ghazaala
1658,غزال,ghazal
1659,غزالة,ghazala
1660,غزالة,ghazalaat
1661,غزاله,ghazalah
1662,غازية,ghazia
1663,غازية,ghaziya
1664,غازيه,ghaziyah
1665,غازيه,ghaziyyah
1666,غازية,ghaziyyat
1667,غزوله,ghazulah
1668,غيتة,gheeta
1669,غيت,gheeti
1670,غطفرز,gheeti afrouz
1671,غيبته,ghibtah
1672,غيلرا,ghilara
1673,غنى,ghina
1674,غيتبة,ghitbah
1675,غزلان,ghizlan
1676,غنشة,ghonchah
1677,غوتي,ghotai
1678,غدوه,ghudwah
1679,غفيرة,ghufayrah
1680,غفره,ghufrah
1681,غفران,ghufran
1682,غفرانا,ghufrana
1683,غوميس,ghumaysa
1684,غنشا,ghuncha
1685,غنوه,ghunwah
1686,غنيه,ghunyah
1687,غريبه,ghuraibah
1688,غريزه,ghuraisah
1689,غريزة,ghuraizat
1690,غيوره,ghurrah
1691,غصن,ghusn
1692,غصنا,ghusna
1693,غصون,ghusoon
1694,غصون,ghusoun
1695,غصون,ghusun
1696,جهوده,ghuwaidah
1697,غزيل,ghuzail
1698,جهوزية,ghuzayyah
1699,جوهرنز,goharnaz
1700,جوهرشد,goharshad
1701,جلب,golab
1702,جولفرز,golafruz
1703,جولفشا,golafshan
1704,جلالة,golala
1705,جولان,golan
1706,جلري,golara
1707,جلبهار,golbahar
1708,جلبخة,golbakht
1709,جلبير,golbar
1710,جلبرا,golbaran
1711,جلبرج,golbarg
1712,جلبت,golbouta
1713,جعلكما,golchaman
1714,جلسه,golcheen
1715,جلسههر,golchehr
1716,جلدنا,goldana
1717,جلدر,goldar
1718,جلديس,goldees
1719,جلدخة,goldokht
1720,جولين,goleen
1721,جلسرخ,golesorkh
1722,جلستين,golestan
1723,جلستنا,golestana
1724,غليزار,golezar
1725,جولفم,golfam
1726,جلفار,golfar
1727,جلغص,golghees
1728,جلجاها,goljahan
1729,غلقهاندا,golkhanda
1730,غلقهاندا,golkhandan
1731,جلمهر,golmehr
1732,جلنام,golnam
1733,جلنار,golnar
1734,جلناز,golnaz
1735,جعلنيسا,golnisa
1736,جلنش,golnoush
1737,غلبكر,golpaikar
1738,جلبير,golpar
1739,جلبير,golpara
1740,جلبير,golparee
1741,جلبصند,golpasand
1742,جلريز,golreez
1743,جلرخ,golrokh
1744,جلسة,golsa
1745,جلثم,golseema
1746,جلسه,golsha
1747,جلسهد,golshad
1748,جلسها,golshan
1749,جلسهد,golsheed
1750,جلسهكر,golshekar
1751,جولتلا,goltala
1752,غلظر,golzaar
1753,غلظد,golzad
1754,غلظر,golzar
1755,غلظر,golzari
1756,غزال,gouzal
1757,جرس,grace
1758,جرانة,grana
1759,جوادلوب,guadalupe
1760,جهك,guhika
1761,جعل,gul
1762,جلبان,gul bano
1763,جلبرج,gul barg
1764,جلرنا,gul e rana
1765,جولفلز,gul filiz
1766,جلجازل,gul gazel
1767,جلبير,gul pari
1768,جلرنج,gul rang
1769,جلب,gulab
1770,جلده,guladh
1771,جلالة,gulala
1772,جلالي,gulalai
1773,جلالي,gulali
1774,جلبهار,gulbahar
1775,جلسهن,gulchin
1776,جولدن,guldin
1777,جولين,guleen
1778,غليك,gulika
1779,جلستين,gulistan
1780,جلنار,gulnar
1781,جعلناز,gulnaz
1782,جلرز,gulrez
1783,جلر,gulru
1784,جلرخ,gulrukh
1785,جلسنا,gulsana
1786,جلسها,gulshan
1787,غلظر,gulzaar
1788,غلظر,gulzar
1789,جوزيدا,guzeeda
1790,جوزين,guzeena
1791,هادية,haadiya
1792,هاديه,haadiyah
1793,حافظه,haafizah
1794,هاجر,haajar
1795,هاجرة,haajirah
1796,هلا,haala
1797,حاله,haalah
1798,حالمه,haalimah
1799,هامده,haamidah
1800,هاني,haani
1801,حارثه,haarithah
1802,حبابه,hababah
1803,حبق,habaq
1804,حبة,habat
1805,حبيبة,habeeba
1806,حبيقة,habeekah
1807,حبيبة,habiba
1808,حبيبه,habibah
1809,حبيبية,habibiyyah
1810,حبيبي,habiibii
1811,حبيه,habiyyah
1812,هبله,hablah
1813,حبوس,haboos
1814,حبرية,habriyah
1815,هدهد,hadahid
1816,حضارة,hadara
1817,حضره,hadarah
1818,هدايا,hadaya
1819,هدباء,hadbaa
1820,هديل,hadeel
1821,حديقة,hadeeqa
1822,حديقه,hadeeqah
1823,حديث,hadees
1824,هادفه,hadfah
1825,حاذقة,hadhiqah
1826,حظيرة,hadhirah
1827,هدية,hadia
1828,هديه,hadiah
1829,هديل,hadil
1830,حديقة,hadiqa
1831,حديقه,hadiqah
1832,هدية,hadiya
1833,هديه,hadiyah
1834,هدية,hadiyya
1835,هديه,hadiyyah
1836,هيدجر,hadjara
1837,هدية,hadya
1838,هذا,haeda
1839,حاله,haelah
1840,هامه,haemah
1841,حافة,hafa
1842,حفيظة,hafeeza
1843,حفيظة,hafeezah
1844,حفاف,haffafa
1845,حفيدة,hafida
1846,حفيفة,hafifah
1847,حفيظة,hafiza
1848,حفظه,hafizah
1849,حفصة,hafsa
1850,حفظه,hafthah
1851,حافزا,hafza
1852,هاجر,hager
1853,هجير,hagir
1854,هباء,haibaa
1855,هيبه,haibah
1856,هيدا,haida
1857,حيدره,haidarah
1858,هيفا,haifa
1859,هيمي,haimi
1860,حقا,haiqa
1861,هذا,haiza
1862,حجر,hajar
1863,هجرة,hajira
1864,هجرة,hajirah
1865,حاجه,hajjah
1866,حجنا,hajna
1867,حجرة,hajra
1868,حجرا,hajraa
1869,هجرة,hajrah
1870,هجن,hajun
1871,حكيمة,hakeema
1872,حكيمه,hakeemah
1873,حكيمة,hakima
1874,حكيمه,hakimah
1875,هالة,hala
1876,هلا,halaa
1877,حالات,halaat
1878,هاله,halah
1879,حلوه,halawah
1880,حليفة,haleefa
1881,حليمة,haleema
1882,حليمه,haleemah
1883,حاليا,halia
1884,حليمة,halima
1885,حليمه,halimah
1886,حاليه,haliyah
1887,حلمه,hallamah
1888,حلمه,hallumah
1889,حمامة,hamama
1890,حمامه,hamamah
1891,حماس,hamas
1892,همسه,hamasah
1893,حمدا,hamda
1894,حمدم,hamdam
1895,حمدان,hamdan
1896,حمدانة,hamdanah
1897,هامدة,hamdat
1898,حمدية,hamdiya
1899,حمديه,hamdiyah
1900,حمدى,hameda
1901,حميدة,hameeda
1902,حميده,hameedah
1903,حميدة,hamida
1904,حميده,hamidah
1905,حميدة,hamidat
1906,حميمة,hamima
1907,حميمه,hamimah
1908,حمادة,hammada
1909,حماده,hammadah
1910,حماديه,hammadiyyah
1911,همته,hammatah
1912,حموده,hammudah
1913,حمزه,hammuzah
1914,همنا,hamna
1915,حمنة,hamnah
1916,حمرا,hamra
1917,حمراء,hamraa
1918,حمراز,hamraz
1919,همتى,hamta
1920,حاميا,hamyaa
1921,حمزية,hamziyyah
1922,هنا,hana
1923,هنا,hanaa
1924,هنادي,hanadi
1925,هنا,hanan
1926,حنان,hanane
1927,حنيف,haneef
1928,حنيفة,haneefa
1929,حنيفة,haneefah
1930,حنين,haneen
1931,حنفى,hanfa
1932,حنفاء,hanfaa
1933,هنجاما,hangama
1934,هاني,hani
1935,هنية,hania
1936,هنيه,haniah
1937,حنيفة,hanifa
1938,حنيفا,hanifaa
1939,حنيفة,hanifah
1940,حنفيه,hanifiyyah
1941,حنين,hanin
1942,حنيت,hanita
1943,هنية,haniya
1944,هنيه,haniyah
1945,هنية,haniyya
1946,هنيه,haniyyah
1947,حنا,hanna
1948,حنه,hannah
1949,حنانه,hannanah
1950,هنوفه,hannufah
1951,حنون,hanoon
1952,حنونة,hanoona
1953,هانزا,hansaa
1954,حنتمة,hantama
1955,حنونه,hanunah
1956,هانوا,hanwa
1957,هنيه,hanyah
1958,لاريب,hanzalah
1959,حالة,haola
1960,حقات,haqqaat
1961,حرير,harayir
1962,حرير,hareer
1963,حركة,harika
1964,حريصة,harisa
1965,حريصه,harisah
1966,حارثة,haritha
1967,حرملة,harmalah
1968,هارون,haroona
1969,حرز,harz
1970,حرزنة,harzanah
1971,حسنا,hasana
1972,حسناء,hasanaa
1973,هزيمة,haseemah
1974,حسين,haseena
1975,حسيناه,haseenah
1976,هاشميه,hashimah
1977,حسيبة,hasiba
1978,حسيبه,hasibah
1979,حصيفة,hasifa
1980,حصيفة,hasifah
1981,حسينة,hasina
1982,حسيناه,hasinah
1983,حصيصه,hasisah
1984,حسنا,hasna
1985,حسناء,hasnaa
1986,حسنات,hasnaat
1987,حسنه,hasnah
1988,حسنات,hasnat
1989,حسنو,hasnaw
1990,حسنة,hassana
1991,حسونه,hassunah
1992,هستي,hastee
1993,حتما,hatima
1994,حطيبة,hattabah
1995,هولد,hauled
1996,هوى,hawa
1997,حوده,hawadah
1998,هوازن,hawazin
1999,هوية,hawiya
2000,حول,hawla
2001,حورة,hawra
2002,حوراء,hawraa
2003,هو,hawwa
2004,حواء,hawwaa
2005,هيا,haya
2006,حياء,hayaa
2007,هيام,hayaam
2008,هيه,hayah
2009,هيام,hayam
2010,هيدرا,haydaraa
2011,هايد,hayed
2012,حيت,hayet
2013,هيفا,hayfa
2014,هييييه,hayiyyah
2015,حايره,hayrah
2016,هايد,hayud
2017,هايين,hayyin
2018,حذره,hazarah
2019,هزيمة,hazeemah
2020,حزينة,hazeena
2021,حظيرة,hazeerah
2022,هزيمة,hazima
2023,هزيمة,hazimah
2024,حاذقا,haziqa
2025,حاذقة,haziqah
2026,حظيرة,hazira
2027,حظيرة,hazirah
2028,حزمية,hazmiyah
2029,هبة,heba
2030,هدايا,hedaya
2031,هديه,hedeyah
2032,هدي,hedi
2033,حيلة,heela
2034,هنا,heena
2035,هير,heer
2036,هلا,hela
2037,هلي,helai
2038,حلنا,helena
2039,حليمة,helima
2040,هنا,hena
2041,هند,hend
2042,حنة,henna
2043,هسة,hessa
2044,هيام,heyam
2045,هذه,hezha
2046,هبة,hiba
2047,هيبه,hibah
2048,هيبتلله,hibat allah
2049,هيبتلله,hibatullah
2050,هيبة,hibba
2051,هيبه,hibbah
2052,هديه,hidayah
2053,هده,hiddah
2054,هديه,hidiyah
2055,حفظ,hifza
2056,حجاب,hijab
2057,هجرة,hijra
2058,هجرة,hijrah
2059,هجريه,hijriyyah
2060,حكمة,hikma
